Protein,3FE_09,4FE_10,8FE_11,34FM_13,35FM_14,38FM_15,51FL_17,69FL_18,70FL_19,2ME_23,7ME_24,9ME_25,41MM_27,42MM_28,46MM_29,65ML_31,67ML_32,68ML_33,34FM_37,35FM_38,38FM_39,51FL_41,69FL_42,70FL_43,3FE_45,4FE_46,8FE_47,41MM_51,42MM_52,46MM_53,65ML_55,67ML_56,68ML_57,2ME_59,7ME_60,9ME_61,70FL_65,51FL_61,69FL_67,38FM_69,35FM_70,34FM_71,8FE_73,3FE_74,4FE_75,68ML_79,67ML_80,65ML_81,46MM_81,42MM_84,41MM_85,9ME_87,7ME_88,2ME_89
ruditapes_c13063_3,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
ruditapes2_c537_2,0,0,0,2,1,1,1,0,1,0,1,2,0,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,2,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ruditapes_c24338_2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_lrc5315_1,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
ruditapes_c16066_6,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_lrc4456_2,0,0,0,0,2,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ruditapes_c14666_2,1,0,0,2,1,0,3,0,1,0,1,1,1,0,2,3,1,0,2,1,0,3,0,0,0,0,0,3,0,1,1,1,0,0,1,0,0,4,0,0,2,2,0,0,0,0,1,1,0,0,3,0,1,0
ruditapes2_lrc3718_1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0
ruditapes_c27384_3,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
ruditapes_c16455_5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1
ruditapes_c14567_1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c12497_1,0,1,0,1,1,1,2,1,2,0,1,1,2,1,0,2,1,2,2,2,0,2,1,2,0,0,0,2,0,1,2,1,2,0,1,1,2,2,2,1,1,2,0,0,0,2,1,1,1,1,2,0,1,0
ruditapes2_c278_3,0,0,0,1,1,1,2,1,2,0,1,1,2,1,0,2,1,0,1,1,0,2,2,2,0,0,0,2,0,0,2,2,1,0,1,1,3,3,1,1,1,1,0,0,0,2,1,1,0,0,2,2,1,0
ruditapes2_c5240_4,1,1,0,4,0,2,2,0,2,0,1,0,2,0,1,2,0,0,2,0,1,2,0,2,1,1,0,2,0,1,2,0,0,0,1,0,2,2,1,0,0,3,0,1,1,0,0,0,2,0,2,1,1,1
ruditapes2_c3647_1,1,0,0,2,0,1,1,1,3,0,1,1,1,0,0,2,0,1,2,1,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0
ruditapes2_lrc2890_1,1,0,0,2,1,0,3,1,3,0,1,0,0,0,0,2,2,2,2,0,0,3,3,3,0,0,0,3,0,1,3,0,2,0,1,0,3,3,2,2,0,2,0,0,0,2,2,2,0,0,4,0,2,0
ruditapes2_c3583_2,1,2,0,4,3,3,2,3,4,0,1,2,4,0,3,2,2,3,2,3,0,1,2,3,0,0,0,4,0,2,0,2,3,0,2,4,4,3,3,2,4,3,0,0,0,2,1,1,0,0,5,2,2,0
ruditapes2_c1083_4,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1
ruditapes_c9096_1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ruditapes2_c3017_5,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
ruditapes2_c245_2,0,0,0,3,0,2,1,1,0,0,1,0,1,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1,0,1,2,0,0,0,0,1,1,0,0,1,0,2,0
ruditapes2_c1392_3,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
ruditapes_c32240_3,1,0,0,2,1,0,2,1,0,0,1,1,2,0,1,2,0,1,2,1,0,2,1,0,0,0,0,2,0,1,2,0,1,0,1,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0,2,1,1,0
ruditapes2_c318_3,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ruditapes2_lrc3953_6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c10138_4,1,4,1,1,0,0,0,1,0,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1
ruditapes_c21253_1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0
ruditapes_c8982_2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c1058_1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1
ruditapes_c19913_3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_s39428_1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1
ruditapes_c21314_1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ruditapes2_c4603_2,0,0,0,1,0,3,4,0,0,0,1,0,2,0,0,0,2,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,2,0,2,0,0,0,1,2,2,0,0,2,0,2,0
ruditapes_c11988_3,1,1,0,1,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
ruditapes_c27206_1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ruditapes_c10975_5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ruditapes_s37011_3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_c1309_3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
ruditapes_c10814_2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
ruditapes_c22141_6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c25253_3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_lrc3130_2,0,8,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ruditapes_c18754_5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0
ruditapes2_c2564_3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes2_c1360_2,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
ruditapes_c16665_6,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
ruditapes_lrc22172_4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
ruditapes_c16613_1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ruditapes_c23498_3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_c898_4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c17371_2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c10920_2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0
ruditapes_c24922_1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ruditapes_c26669_2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
ruditapes_c4781_3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ruditapes_c628_6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ruditapes2_c1703_2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c17113_2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
ruditapes2_c163_2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c9080_2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_c438_1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c20723_1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ruditapes_c23556_2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c23704_2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes2_c1092_1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c22774_2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes2_c1588_1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
ruditapes2_c161_2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes2_c2197_2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0
ruditapes_c17466_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c10085_3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c26131_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c30024_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c24567_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c12933_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c19438_4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ruditapes_c25164_5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ruditapes_c20760_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c23565_3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c7807_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ruditapes_c2307_1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ruditapes2_c1797_6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c58_4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruditapes_c30601_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ruditapes2_c133_1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ruditapes2_c1332_3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ruditapes2_lrc2825_4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ruditapes_c7176_1,1,0,1,2,1,0,4,1,1,1,2,1,4,1,1,0,1,0,2,3,0,3,2,1,0,0,0,5,2,1,0,1,2,0,1,0,0,2,0,0,1,2,1,0,0,2,1,1,0,1,4,2,2,0
ruditapes2_c1190_3,2,0,1,0,2,1,0,1,1,1,2,2,0,0,2,1,1,0,2,2,0,1,1,1,0,0,1,2,1,0,1,1,0,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2
ruditapes2_c5457_1,1,0,0,2,0,2,1,2,1,1,2,2,0,0,0,1,1,2,2,1,0,2,2,3,0,0,0,0,1,1,2,0,2,1,1,1,2,1,2,2,0,0,0,0,0,2,0,0,1,1,1,0,1,1
ruditapes_c17874_5,1,1,0,0,0,1,0,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0
ruditapes_c20573_2,1,1,0,2,1,0,1,0,1,1,2,1,1,1,1,3,2,0,1,1,0,1,0,1,0,0,0,2,1,1,3,3,0,2,1,1,1,3,0,0,1,1,0,0,0,0,4,4,1,0,1,1,1,1
ruditapes_c242_3,1,0,1,1,1,2,1,1,2,1,2,2,2,3,3,2,2,2,0,1,1,0,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,0,2,1,2,1,0,1,1,2,3,3,2,2,1,2,2,2
ruditapes_c25486_3,1,3,1,2,1,1,1,2,2,1,2,2,1,1,2,1,0,2,1,2,1,1,2,2,0,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,3,2,2
ruditapes_c14221_2,1,2,0,1,1,1,1,3,2,1,2,1,2,2,1,1,1,1,1,1,0,0,2,1,0,0,0,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,1,1,1,2
ruditapes2_c215_2,2,2,1,2,2,4,1,2,4,1,2,2,2,4,3,2,2,2,2,2,0,2,4,4,1,1,1,2,2,2,2,2,2,2,2,3,5,1,5,4,2,3,1,1,1,3,2,2,4,3,1,2,2,2
ruditapes2_c4288_1,1,0,0,2,2,3,5,3,5,1,2,3,4,1,1,3,2,2,3,2,1,6,4,4,0,0,0,4,1,1,5,2,3,2,1,3,4,5,3,2,3,4,0,0,0,1,3,3,1,1,3,3,2,2
ruditapes2_lrc3703_3,2,1,0,6,3,2,7,7,5,1,2,2,3,0,1,5,2,3,6,2,0,8,7,6,0,0,0,4,0,0,5,1,2,1,3,2,6,8,5,4,2,6,0,0,0,3,1,1,1,0,4,2,3,1
ruditapes_c12121_2,0,0,0,1,1,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,2,0,0,0,2,0,1,1,2,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0
ruditapes_c14051_3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruditapes_c7637_2,0,0,0,0,0,0,0,0,0,1,2,1,5,4,5,5,11,4,0,0,0,0,0,0,0,0,0,4,5,6,6,7,5,1,3,0,0,0,0,0,0,0,0,0,0,4,10,10,6,4,5,0,2,4
ruditapes2_c3984_5,2,0,0,1,2,2,1,1,1,2,2,2,2,1,0,2,1,1,1,2,0,1,1,1,0,0,0,3,1,1,1,1,1,2,3,2,1,2,1,2,2,2,0,0,0,1,1,1,0,2,3,2,1,2
ruditapes2_c1283_1,3,1,0,2,0,0,3,1,2,2,2,2,3,0,0,2,1,2,2,2,0,2,0,2,0,0,1,2,0,0,3,2,2,2,2,1,2,2,0,0,1,2,0,0,0,2,2,2,0,0,2,1,3,1
ruditapes2_c5317_3,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,0,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,0,2,1,1,1,1,2,1,1,1,2,1,2,1,2
ruditapes2_c1754_2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,4,3,3,2,2,1,0,1,1,1,0,1,2,4,1,4,3,4,4,2,3,3,2,1,0,1,2,4,1,1,1,3,3,3,3,1,6,2,3,3
ruditapes2_c3518_6,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,2,2
ruditapes_c13241_2,3,4,1,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,1,2,2,2,1,1,1,2,1,2,0,2,0,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,2,1,2,2,2,2
ruditapes_c28613_2,2,2,0,1,3,1,0,0,2,2,2,2,0,2,3,0,1,1,2,2,0,0,1,2,0,1,0,0,3,1,0,2,0,2,2,2,2,1,1,2,0,2,0,0,0,1,0,0,1,2,0,2,3,2
ruditapes_c9171_4,0,2,0,3,3,0,0,1,3,2,2,3,1,2,3,0,0,0,3,3,0,0,3,2,1,1,1,1,0,3,1,0,0,2,2,2,2,0,2,1,2,3,1,1,1,0,0,0,3,0,1,3,2,2
ruditapes_c28442_2,2,2,2,2,2,0,4,2,3,2,2,2,2,0,2,2,2,2,4,2,0,3,2,2,3,2,2,2,1,2,2,3,2,2,2,2,3,2,2,0,3,2,2,3,2,2,3,3,2,3,2,2,2,2
ruditapes_c35090_1,0,2,0,0,0,0,4,2,3,2,2,2,5,0,2,0,3,0,2,0,0,4,0,0,0,0,0,5,0,5,3,0,0,2,2,3,3,4,0,0,0,2,0,0,0,2,0,0,4,0,3,2,0,2
ruditapes_c226_1,0,0,0,6,3,3,7,3,3,2,2,4,6,0,0,5,4,4,4,4,0,7,4,4,0,0,0,5,0,1,5,4,2,2,3,2,6,6,4,3,4,5,0,0,0,3,2,2,2,2,6,3,3,0
ruditapes2_c46_2,2,2,0,2,3,2,4,4,4,2,2,2,3,1,2,4,3,0,3,2,0,4,4,4,0,0,0,4,1,2,3,2,1,2,2,1,4,4,2,2,1,4,0,0,0,0,2,2,2,0,3,2,2,1
